PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,taxi_time
-2.8912949631333587,0.5100219536158022,-1.4467454407010618,-0.14030278762457918,0.4265447574194281,0.6701562187970357,-2.00499277728134,-0.4127286597476694,-0.7126705557452719,-0.3944566397067946,-0.36825983686056735,-0.5917402700859621,-0.7066270316331987,-0.4983738992599531,0.65
2.0589770957411453,-1.121549803848961,-0.8363684121434697,-1.6225455601592702,0.6111179672420606,-0.06085519939184524,0.3754188215081846,-0.9261947686664258,-0.3525383099282409,0.2787501032975271,0.13034239033693612,0.03842445310136026,0.24287642369173565,-0.3606455285989078,10.8
0.5292999153301372,-1.3014339839688682,2.2503023019229254,0.04767906554960246,0.009159988281933006,0.01982945144488059,0.5294309020213726,-0.6940173248520509,-0.13621445480205085,-0.06221379367428781,0.5440686654357855,-0.1361714361589953,0.27605812147338094,-0.7650771240675258,10.433333333333334
0.8503814557096108,0.9263358441254984,-0.2159181643646737,-1.37605755095287,-1.0445901393844592,-0.036207148216197554,-0.4530442475361626,-1.365650939880548,-0.41843035994720756,-0.208681591375388,0.08784366657027504,0.05233082276835096,-0.2630862369259868,-0.365493357552789,7.666666666666667
-0.32853637478350656,-1.6161468840664528,1.5261219570985705,0.8229334133593349,0.6206508476891441,0.8729670549599119,0.10600156287617277,0.001156224526292916,-0.2398371760524051,0.2455454931805174,-0.05808971644976496,0.02960476753967725,-0.26849370220407687,-0.17133864698016094,7.6
-3.130104314647927,-0.7323502709094527,0.685411658575738,1.043921250319293,1.1411660641526418,-0.5847640275696055,-1.669002436138721,0.8659492144684651,-0.09929994374301253,-0.4710827906108205,-0.4015719494860938,-0.40113592896089445,-0.24857658271781638,0.28123222487769234,1.0166666666666666
-1.3699925290461286,0.6834569967779954,0.4184578611064874,0.16160830825952133,-1.0822927747675182,0.9038621013107309,-0.48750687959434336,-0.3726909700384483,-0.3561212060407163,0.14698694127480622,-0.42947931175176374,-0.35830961922259097,0.6551415553849094,0.6036709625247874,4.183333333333334
0.046469749590268984,-0.5519758149340449,-0.0959143200903732,-0.2925215480908662,0.4087049836615156,-0.2749423142457954,-0.5033642463551449,-0.16613476107594502,-0.39307459044013027,0.48590827095006595,-1.1605188220659763,-0.263364534959167,0.9067001037188281,-0.900369375400083,8.7
-2.546686553577992,0.3275696828734587,-1.2377322359730412,-0.1803113959497756,0.3769853420790059,-0.6146764150928661,-0.9234955185940383,-0.6839100598461959,-0.3970198233059316,0.10170841499182925,-0.10793760346207748,0.6300056802269796,-0.32081479204641566,-0.8923054899432943,0.85
-0.3408769975927579,-0.3843134603556028,-1.5037948080180852,-0.7401779943626708,0.8197374266319164,-0.4052659529961542,-0.7093958712617304,-0.6868142583043347,-0.5752456935693953,0.5504247207207532,-1.1459515782172691,-0.44396404874017553,0.8356886498703701,-0.9583315590087833,7.633333333333334
0.8708529313994651,-0.34119815471261494,0.47238836006179813,-1.2158903282026305,0.03866565041796302,-1.808608622991832,-0.5196156176498321,-1.2189550541535117,-0.09334015669814004,-0.45715598374553085,0.3868743053328172,0.07271592075632285,-0.045430131843529016,0.2215285705739964,16.766666666666666
0.5819375033144238,-1.7592758110071463,-1.1600092315257593,-0.3779298666246689,1.2119022078869812,1.0301200343454788,0.3580486584997392,-0.3342583534474887,-0.5054346173753591,0.4648866630967641,-0.07108263415678759,-0.23612168717721635,0.5842103950024898,-0.9973370272490056,9.166666666666666
-1.072946610292505,0.631524990458338,0.8438263205964914,0.18029094197192536,-1.3503361890559242,1.2587826105571718,-0.03778670214638481,1.0571068548557088,0.08038916263479104,-0.24062507912727102,0.5750376183802525,0.22099420414532778,-0.45795398389251935,-0.5174252832655271,5.383333333333334
0.7801195775068801,-1.5586988048657533,0.40438959497475196,0.5188279909407942,0.46814696576136616,0.4384610863943235,0.23918202183441237,-0.19962331544306935,-0.3020856072420928,0.11378878050196735,-0.16288510923099533,-0.8471415382662383,1.0654876636898056,-1.596617627007796,10.25
0.8027276294709529,-0.1328612031623018,0.6820182011797056,-1.0303503313426194,-0.372101309462092,-0.985767537188593,-0.3291410889582605,-1.3327177177119673,-0.24567353053408503,-0.22519274057911481,0.3368595334776386,0.25072201539207745,-0.41488778792519343,-0.5167736940345496,7.05
2.4623677125881374,-1.0903544463909172,-1.334913181515813,-1.5880833399158347,0.5061638013330674,0.11762181092766112,0.044957012081851745,-0.9519793278534516,-0.453643634976887,0.15426790970452636,0.0074878090780258685,-0.09042239280689918,0.0646352974545355,-0.37706028446310275,9.283333333333331
0.09323848229942068,0.1666140793834545,2.265487119114602,0.4343828090044352,-1.1189351304590314,-0.12325826155114789,-0.11837327612673873,-0.5528422239485435,-0.18149801569840932,0.4639085185042415,-0.9601622411958476,0.10637646961287925,0.7037416976586752,0.4726710381859177,7.783333333333333
2.8781993691913605,-1.96728968282257,-0.7250976342231205,-0.27482680257556086,0.6783275754568271,1.3396393925874093,0.6709905593742825,-0.08822852742529948,-0.3132567897065147,0.6912449379449122,-0.224917846907267,1.2481349767967118,-0.5133150897296224,0.8485347740019547,15.666666666666666
0.04016034822877582,1.1060667023056099,1.084486105059071,-0.044325842597772336,-1.0657938489711305,-0.5784725101382858,-0.06746295211810494,1.011105969950656,0.346003713686409,-0.18760813610718177,-0.3111007094842988,0.6632311920106245,0.9120823752191922,0.8995480310067586,4.933333333333334
-0.7084234150469708,-0.8229919903547861,-0.6565228273456809,-0.8166237311256611,0.9046476654326422,-1.3019543759351462,0.17889857167852907,-1.184111532459842,-0.1494709873447317,-0.19588596760428403,0.8916137117829014,0.14427579656258618,0.6987272737892305,-0.37902632426834243,8.566666666666666
-0.5136040002445795,-1.309782809655794,2.4539202941444906,0.45266185681627275,0.021646478513613197,0.20672173470800292,0.8184299185416467,-1.1804885953193898,-0.18530360266071433,-0.044168125269572256,1.042601230728359,0.31613961888233083,0.07754830246662217,-0.664974927462816,20.316666666666663
-1.5848664746976495,-0.25614316882629384,1.4378386461972459,0.7896066694986543,0.17252003726014345,-1.11344926742107,-0.5506971390879283,0.6505070006890036,0.18627779748197507,0.08176315943628142,-0.5708428635436663,0.2481516680835362,0.35707421039092896,0.5160993275080992,5.766666666666667
2.78891864879664,-2.62140898822523,-3.73527575411279,-0.3762282832300249,1.7256183877475346,2.666807574732601,0.32283357464326623,-0.17570128829419143,-0.7900027672941827,0.792576072587822,-0.25153609274516103,1.3619047929262198,-0.7691688932218618,0.7275390317610075,13.116666666666667
-0.5520373149163844,-2.3765562601088455,-0.205909127681531,0.27472663678998555,1.8163197231902304,1.729234135072512,-0.8259630708467712,0.11639211265776178,-0.5049676990662988,-0.15693112602098117,0.4137230638740929,0.7588248412923425,-2.0907473868817172,1.3966251788333455,2.9166666666666665
-0.7329786906495824,0.3490221813526759,1.6374927600896134,0.458454405017938,-1.14110439985079,1.6561309639313415,0.2689876219542416,-0.9360841359147427,-0.3987371269946921,0.11095143894558117,0.12529354932622805,-0.6360983883746756,0.3664355833211151,0.23963873990335605,5.65
0.3146556679005532,-1.3713857822368105,0.19842783429794256,-0.5324083401947438,0.7816035143741962,0.25581896442922913,0.12952177040670412,0.11003614177760507,-0.0987614514911219,-0.1663063598709008,0.6172368137878017,0.1970317755063782,-0.15342659375000064,0.1631817932777411,12.183333333333334
